"codigo","componente","segunda_linha"
"P37C9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37CF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37D9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37DF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37E9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37EA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37EB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37EC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37ED","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37EE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37EF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37F9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37FF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3800","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3801","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3802","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3803","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3804","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3805","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3806","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3807","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3808","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3809","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P380F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3810","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3811","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3812","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3813","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3814","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3815","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3816","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3817","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3818","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3819","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P381F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3820","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3821","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3822","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3823","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3824","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3825","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3826","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3827","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3828","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3829","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P382F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3830","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3831","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3832","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3833","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3834","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3835","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3836","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3837","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3838","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3839","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P383F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3840","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3841","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3842","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3843","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3844","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3845","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3846","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3847","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3848","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3849","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P384F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3850","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3851","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3852","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3853","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3854","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3855","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3856","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3857","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3858","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3859","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P385F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3860","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3861","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3862","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3863","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3864","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3865","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3866","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3867","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3868","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3869","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P386F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3870","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3871","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3872","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3873","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3874","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3875","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3876","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3877","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3878","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3879","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P387F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3880","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3881","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3882","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3883","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3884","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3885","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3886","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3887","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3888","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3889","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P388F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3890","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3891","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3892","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3893","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3894","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3895","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3896","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3897","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3898","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3899","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P389F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38A9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P38AA","Código reservado para uso futuro pelas normas ISO/SAE.",
